year,field,text,size
2014,chemistry,observed,1
2014,chemistry,near,1
2014,chemistry,field,1
2014,chemistry,scanning,1
2014,chemistry,optical,1
2014,chemistry,microscopy,2
2014,chemistry,breaking,1
2014,chemistry,diffraction,1
2014,chemistry,resolution,1
2014,chemistry,limit,1
2014,chemistry,stimulated,2
2014,chemistry,emission,2
2014,chemistry,depletion,1
2014,chemistry,fluorescence,1
2015,chemistry,DNA,3
2015,chemistry,mismatch,1
2015,chemistry,correction,1
2015,chemistry,defined,1
2015,chemistry,system,1
2015,chemistry,n,1
2015,chemistry,glycosidase,1
2015,chemistry,escherichia,2
2015,chemistry,coli,2
2015,chemistry,releases,1
2015,chemistry,free,1
2015,chemistry,uracil,1
2015,chemistry,containing,1
2015,chemistry,deaminated,1
2015,chemistry,cytosine,1
2015,chemistry,residues,1
2015,chemistry,novel,1
2015,chemistry,repair,1
2015,chemistry,enzyme,1
2015,chemistry,uvrabc,1
2015,chemistry,excision,1
2015,chemistry,nuclease,1
2015,chemistry,cuts,1
2015,chemistry,strand,1
2015,chemistry,sides,1
2015,chemistry,damaged,1
2015,chemistry,region,1
2016,chemistry,molecular,2
2016,chemistry,shuttle,1
2016,chemistry,light,1
2016,chemistry,driven,1
2016,chemistry,monodirectional,1
2016,chemistry,rotor,1
2016,chemistry,une,1
2016,chemistry,nouvelle,1
2016,chemistry,famille,1
2016,chemistry,de,1
2016,chemistry,molecules,1
2016,chemistry,les,1
2016,chemistry,metallo,1
2016,chemistry,catenanes,1
1912,medicine,surgery,1
1912,medicine,blood,1
1912,medicine,vessels,1
1913,medicine,physiological,1
1913,medicine,effects,1
1913,medicine,poison,1
1913,medicine,fisher,1
1913,medicine,strands,1
1913,medicine,tentacles,1
1913,medicine,coelenterata,1
1913,medicine,hypnotoxin,1
1920,medicine,supply,1
1920,medicine,oxygen,1
1920,medicine,tissues,1
1920,medicine,regulation,1
1920,medicine,capillary,1
1920,medicine,circulation,1
1922,medicine,uber,1
1922,medicine,die,1
1922,medicine,atmung,1
1922,medicine,froschmuskulatur,1
1922,medicine,combinations,1
1922,medicine,haemoglobin,1
1922,medicine,oxygen,1
1922,medicine,carbon,1
1922,medicine,monoxide,1
1923,medicine,internal,2
1923,medicine,secretion,2
1923,medicine,pancreas,2
1924,medicine,ein,1
1924,medicine,neues,1
1924,medicine,galvanometer,1
1928,medicine,experiemntal,1
1928,medicine,transmission,1
1928,medicine,exanthematic,1
1928,medicine,typhus,1
1928,medicine,body,1
1928,medicine,louse,1
1929,medicine,feeding,1
1929,medicine,experiments,1
1929,medicine,illustrating,1
1929,medicine,importance,1
1929,medicine,accessory,1
1929,medicine,factors,1
1929,medicine,normal,1
1929,medicine,dietaries,1
1931,medicine,uber,1
1931,medicine,die,1
1931,medicine,geschwindigkeit,1
